rusher,rusher_id,posteam,defteam,week,season,game_id,play_id,qtr,down,ydstogo,yardline_100,game_seconds_remaining,yards_gained,touchdown,first_down_rush,tackled_for_loss,fumble,fumbled_1_player_name,run_location,run_gap,epa,success,solo_tackle_1_player_name,solo_tackle_2_player_name,assist_tackle_1_player_name,desc,score_differential,result_label,field_position,down_distance,qtr_label,game_clock,tackler,display_name,team
A.Kamara,00-0033906,NO,ARI,1,2025,2025_01_ARI_NO,214,1,1,10,77,3387,3,0,0,0,0,NA,middle,NA,-0.19,0,NA,NA,A.Davis-Gaither,(11:27) (Shotgun) 41-A.Kamara up the middle to NO 26 for 3 yards (27-A.Davis-Gaither; 93-C.Campbell).,0,GAIN,NO 77,1 & 10,Q1,56:27,A.Davis-Gaither,Alvin Kamara,NO
A.Kamara,00-0033906,NO,ARI,1,2025,2025_01_ARI_NO,837,1,2,5,44,2853,0,0,0,0,0,NA,NA,NA,-1.08,0,NA,NA,NA,"(2:33) (Shotgun) 41-A.Kamara right guard to ARI 42 for 2 yards (34-J.Thompson; 79-P.Mustipher). PENALTY on NO-51-C.Ruiz, Offensive Holding, 10 yards, enforced at ARI 44 - No Play.",-3,GAIN,ARI 56,2 & 5,Q1,47:33,NA,Alvin Kamara,NO
A.Kamara,00-0033906,NO,ARI,1,2025,2025_01_ARI_NO,910,1,1,10,49,2821,9,0,0,0,0,NA,right,end,0.63,1,A.Davis-Gaither,NA,NA,(2:01) 72-A.Richards reported in as eligible. 41-A.Kamara right end to ARI 40 for 9 yards (27-A.Davis-Gaither).,-3,GAIN,ARI 51,1 & 10,Q1,47:01,A.Davis-Gaither,Alvin Kamara,NO
A.Kamara,00-0033906,NO,ARI,1,2025,2025_01_ARI_NO,934,1,2,1,40,2781,2,0,1,0,0,NA,middle,NA,-0.04,0,C.Campbell,NA,NA,(1:21) (Shotgun) 77-D.Radunz reported in as eligible. 41-A.Kamara up the middle to ARI 38 for 2 yards (93-C.Campbell).,-3,1ST,ARI 60,2 & 1,Q1,46:21,C.Campbell,Alvin Kamara,NO
A.Kamara,00-0033906,NO,ARI,1,2025,2025_01_ARI_NO,1101,2,2,3,18,2666,18,1,1,0,0,NA,right,guard,2.04,1,NA,NA,NA,"(14:26) (No Huddle, Shotgun) 41-A.Kamara right guard for 18 yards, TOUCHDOWN.",-3,TD,ARI 82,2 & 3,Q2,44:26,NA,Alvin Kamara,NO
A.Kamara,00-0033906,NO,ARI,1,2025,2025_01_ARI_NO,2123,2,1,10,71,1823,6,0,0,0,0,NA,left,guard,-0.59,0,NA,NA,J.Sweat,(:23) (Shotgun) 41-A.Kamara left guard to NO 35 for 6 yards (10-J.Sweat; 5-B.Browning).,-7,GAIN,NO 71,1 & 10,Q2,30:23,J.Sweat,Alvin Kamara,NO
A.Kamara,00-0033906,NO,ARI,1,2025,2025_01_ARI_NO,2256,3,1,10,66,1735,1,0,0,0,0,NA,left,end,-0.57,0,NA,NA,B.Baker,"(13:55) (No Huddle, Shotgun) 41-A.Kamara left end to NO 35 for 1 yard (3-B.Baker; 2-Ma.Wilson).",-7,GAIN,NO 66,1 & 10,Q3,28:55,B.Baker,Alvin Kamara,NO
A.Kamara,00-0033906,NO,ARI,1,2025,2025_01_ARI_NO,2586,3,1,10,61,1418,3,0,0,0,0,NA,right,guard,-0.29,0,NA,NA,J.Burch,"(8:38) (No Huddle, Shotgun) 41-A.Kamara right guard to NO 42 for 3 yards (52-J.Burch; 25-Z.Collins).",-10,GAIN,NO 61,1 & 10,Q3,23:38,J.Burch,Alvin Kamara,NO
A.Kamara,00-0033906,NO,ARI,1,2025,2025_01_ARI_NO,2735,3,3,1,38,1295,2,0,1,0,0,NA,middle,NA,0.67,1,L.Collier,NA,NA,"(6:35) (No Huddle, Shotgun) 41-A.Kamara up the middle to ARI 36 for 2 yards (91-L.Collier).",-10,1ST,ARI 62,3 & 1,Q3,21:35,L.Collier,Alvin Kamara,NO
A.Kamara,00-0033906,NO,ARI,1,2025,2025_01_ARI_NO,2782,3,2,2,28,1245,-2,0,0,1,0,NA,left,guard,-1.07,0,B.Baker,NA,NA,"(5:45) (No Huddle, Shotgun) 41-A.Kamara left guard to ARI 30 for -2 yards (3-B.Baker).",-10,TFL,ARI 72,2 & 2,Q3,20:45,B.Baker,Alvin Kamara,NO
A.Kamara,00-0033906,NO,ARI,1,2025,2025_01_ARI_NO,2851,3,2,10,25,1185,5,0,0,0,0,NA,left,guard,-0.13,0,NA,NA,Z.Collins,"(4:45) (No Huddle, Shotgun) 41-A.Kamara left guard to ARI 20 for 5 yards (25-Z.Collins; 34-J.Thompson).",-10,GAIN,ARI 75,2 & 10,Q3,19:45,Z.Collins,Alvin Kamara,NO
A.Kamara,00-0033906,NO,ARI,1,2025,2025_01_ARI_NO,4101,4,2,3,3,193,-2,0,0,1,0,NA,middle,NA,-1.38,0,NA,NA,D.Stills,"(3:13) (Shotgun) 41-A.Kamara up the middle to ARI 5 for -2 yards (2-Ma.Wilson, 55-D.Stills).",-10,TFL,ARI 97,2 & 3,Q4,3:13,D.Stills,Alvin Kamara,NO
J.Cook,00-0037248,BUF,BAL,1,2025,2025_01_BAL_BUF,92,1,2,2,42,3553,3,0,1,0,0,NA,right,guard,0.25,1,M.Starks,NA,NA,(14:13) 4-J.Cook right guard to BAL 39 for 3 yards (24-M.Starks).,0,1ST,BAL 58,2 & 2,Q1,59:13,M.Starks,James Cook,BUF
D.Henry,00-0032764,BAL,BUF,1,2025,2025_01_BAL_BUF,314,1,1,10,69,3374,6,0,0,0,0,NA,right,tackle,0.31,1,E.Oliver,NA,NA,(11:14) 22-D.Henry right tackle to BAL 37 for 6 yards (91-E.Oliver).,-7,GAIN,BAL 69,1 & 10,Q1,56:14,E.Oliver,Derrick Henry,BAL
D.Henry,00-0032764,BAL,BUF,1,2025,2025_01_BAL_BUF,336,1,2,4,63,3353,1,0,0,0,0,NA,left,guard,-0.77,0,G.Rousseau,NA,NA,"(10:53) (No Huddle, Shotgun) 22-D.Henry left guard to BAL 38 for 1 yard (50-G.Rousseau).",-7,GAIN,BAL 63,2 & 4,Q1,55:53,G.Rousseau,Derrick Henry,BAL
D.Henry,00-0032764,BAL,BUF,1,2025,2025_01_BAL_BUF,413,1,2,5,54,3235,2,0,0,0,0,NA,right,tackle,-0.51,0,C.Benford,NA,NA,(8:55) 22-D.Henry right tackle to BAL 48 for 2 yards (47-C.Benford).,-7,GAIN,BAL 54,2 & 5,Q1,53:55,C.Benford,Derrick Henry,BAL
J.Cook,00-0037248,BUF,BAL,1,2025,2025_01_BAL_BUF,686,1,1,10,65,2909,9,0,0,0,0,NA,middle,NA,0.9,1,NA,NA,K.Hamilton,(3:29) 4-J.Cook up the middle to BUF 44 for 9 yards (14-K.Hamilton; 24-M.Starks).,4,GAIN,BUF 65,1 & 10,Q1,48:29,K.Hamilton,James Cook,BUF
J.Cook,00-0037248,BUF,BAL,1,2025,2025_01_BAL_BUF,708,1,2,1,56,2866,0,0,0,0,0,NA,left,tackle,-0.62,0,NA,NA,T.Jones,(2:46) 4-J.Cook left tackle to BUF 44 for no gain (98-T.Jones; 3-C.Awuzie).,4,GAIN,BUF 56,2 & 1,Q1,47:46,T.Jones,James Cook,BUF
J.Cook,00-0037248,BUF,BAL,1,2025,2025_01_BAL_BUF,730,1,3,1,56,2845,-2,0,0,1,0,NA,left,guard,-2.4,0,NA,NA,K.Van Noy,"(2:25) (No Huddle, Shotgun) 4-J.Cook left guard to BUF 42 for -2 yards (98-T.Jones, 53-K.Van Noy).",4,TFL,BUF 56,3 & 1,Q1,47:25,K.Van Noy,James Cook,BUF
D.Henry,00-0032764,BAL,BUF,1,2025,2025_01_BAL_BUF,774,1,1,10,85,2799,11,0,1,0,0,NA,right,guard,0.79,1,NA,NA,C.Benford,(1:39) 22-D.Henry right guard to BAL 26 for 11 yards (47-C.Benford; 9-T.Rapp).,-4,1ST,BAL 85,1 & 10,Q1,46:39,C.Benford,Derrick Henry,BAL
D.Henry,00-0032764,BAL,BUF,1,2025,2025_01_BAL_BUF,850,1,1,10,54,2719,2,0,0,0,0,NA,right,guard,-0.44,0,NA,NA,C.Benford,(:19) 22-D.Henry right guard to BAL 48 for 2 yards (47-C.Benford; 8-T.Bernard).,-4,GAIN,BAL 54,1 & 10,Q1,45:19,C.Benford,Derrick Henry,BAL
D.Henry,00-0032764,BAL,BUF,1,2025,2025_01_BAL_BUF,949,2,1,10,30,2621,30,1,1,0,0,NA,right,tackle,3.18,1,NA,NA,NA,"(13:41) 22-D.Henry right tackle for 30 yards, TOUCHDOWN.",-4,TD,BUF 70,1 & 10,Q2,43:41,NA,Derrick Henry,BAL
D.Henry,00-0032764,BAL,BUF,1,2025,2025_01_BAL_BUF,1157,2,2,5,64,2482,49,0,1,0,0,NA,right,tackle,3.38,1,D.Strong,NA,NA,(11:22) (Shotgun) 22-D.Henry right tackle to BUF 15 for 49 yards (43-D.Strong).,3,1ST,BAL 64,2 & 5,Q2,41:22,D.Strong,Derrick Henry,BAL
J.Cook,00-0037248,BUF,BAL,1,2025,2025_01_BAL_BUF,1428,2,1,10,25,2188,7,0,0,0,0,NA,right,tackle,0.47,1,R.Smith,NA,NA,(6:28) 4-J.Cook right tackle to BAL 18 for 7 yards (0-R.Smith).,-10,GAIN,BAL 75,1 & 10,Q2,36:28,R.Smith,James Cook,BUF
J.Cook,00-0037248,BUF,BAL,1,2025,2025_01_BAL_BUF,1450,2,2,3,18,2146,0,0,0,0,0,NA,middle,NA,-0.64,0,T.Robinson,NA,NA,(5:46) 4-J.Cook up the middle to BAL 18 for no gain (95-T.Robinson).,-10,GAIN,BAL 82,2 & 3,Q2,35:46,T.Robinson,James Cook,BUF
J.Cook,00-0037248,BUF,BAL,1,2025,2025_01_BAL_BUF,1524,2,2,10,12,2064,2,0,0,0,0,NA,left,tackle,-0.82,0,NA,NA,T.Buchanan,(4:24) (Shotgun) 4-J.Cook left tackle to BAL 10 for 2 yards (40-T.Buchanan; 0-R.Smith).,-10,GAIN,BAL 88,2 & 10,Q2,34:24,T.Buchanan,James Cook,BUF
D.Henry,00-0032764,BAL,BUF,1,2025,2025_01_BAL_BUF,1621,2,1,10,54,1963,17,0,1,0,0,NA,right,guard,1.04,1,T.Rapp,NA,NA,(2:43) (Shotgun) 22-D.Henry right guard to BUF 37 for 17 yards (9-T.Rapp).,7,1ST,BAL 54,1 & 10,Q2,32:43,T.Rapp,Derrick Henry,BAL
D.Henry,00-0032764,BAL,BUF,1,2025,2025_01_BAL_BUF,1643,2,1,10,37,1923,5,0,0,0,0,NA,middle,NA,0.27,1,A.Epenesa,NA,NA,"(2:03) (No Huddle, Shotgun) 22-D.Henry up the middle to BUF 32 for 5 yards (57-A.Epenesa).",7,GAIN,BUF 63,1 & 10,Q2,32:03,A.Epenesa,Derrick Henry,BAL
D.Henry,00-0032764,BAL,BUF,1,2025,2025_01_BAL_BUF,2023,3,1,10,65,1800,3,0,0,0,0,NA,left,tackle,-0.13,0,G.Rousseau,NA,NA,(15:00) 22-D.Henry left tackle to BAL 38 for 3 yards (50-G.Rousseau).,7,GAIN,BAL 65,1 & 10,Q3,30:00,G.Rousseau,Derrick Henry,BAL
J.Cook,00-0037248,BUF,BAL,1,2025,2025_01_BAL_BUF,2177,3,1,10,60,1668,5,0,0,0,0,NA,left,tackle,0,1,M.Green,NA,NA,(12:48) 4-J.Cook left tackle to BUF 45 for 5 yards (45-M.Green).,-14,GAIN,BUF 60,1 & 10,Q3,27:48,M.Green,James Cook,BUF
J.Cook,00-0037248,BUF,BAL,1,2025,2025_01_BAL_BUF,2199,3,2,5,55,1635,3,0,0,0,0,NA,right,guard,-0.24,0,N.Madubuike,NA,NA,(12:15) 4-J.Cook right guard to BUF 48 for 3 yards (92-N.Madubuike).,-14,GAIN,BUF 55,2 & 5,Q3,27:15,N.Madubuike,James Cook,BUF
J.Cook,00-0037248,BUF,BAL,1,2025,2025_01_BAL_BUF,2243,3,1,10,47,1554,11,0,1,0,0,NA,middle,NA,0.65,1,M.Starks,NA,NA,(10:54) 4-J.Cook up the middle to BAL 36 for 11 yards (24-M.Starks).,-14,1ST,BAL 53,1 & 10,Q3,25:54,M.Starks,James Cook,BUF
J.Cook,00-0037248,BUF,BAL,1,2025,2025_01_BAL_BUF,2394,3,2,2,2,1371,2,1,1,0,0,NA,middle,NA,0.96,1,NA,NA,NA,"(7:51) 70-A.Anderson reported in as eligible. 4-J.Cook up the middle for 2 yards, TOUCHDOWN.",-14,TD,BAL 98,2 & 2,Q3,22:51,NA,James Cook,BUF
D.Henry,00-0032764,BAL,BUF,1,2025,2025_01_BAL_BUF,2499,3,1,10,67,1362,5,0,0,0,0,NA,middle,NA,0.05,1,Ta.Johnson,NA,NA,(7:42) (Shotgun) 22-D.Henry up the middle to BAL 38 for 5 yards (7-Ta.Johnson).,8,GAIN,BAL 67,1 & 10,Q3,22:42,Ta.Johnson,Derrick Henry,BAL
D.Henry,00-0032764,BAL,BUF,1,2025,2025_01_BAL_BUF,2521,3,2,5,62,1324,-5,0,0,1,0,NA,left,guard,-1.38,0,E.Oliver,NA,NA,(7:04) (Shotgun) 22-D.Henry left guard to BAL 33 for -5 yards (91-E.Oliver).,8,TFL,BAL 62,2 & 5,Q3,22:04,E.Oliver,Derrick Henry,BAL
D.Henry,00-0032764,BAL,BUF,1,2025,2025_01_BAL_BUF,2838,3,1,10,32,1018,3,0,0,0,0,NA,right,tackle,-0.16,0,D.Williams,NA,NA,(1:58) 22-D.Henry right tackle to BUF 29 for 3 yards (42-D.Williams).,8,GAIN,BUF 68,1 & 10,Q3,16:58,D.Williams,Derrick Henry,BAL
J.Cook,00-0037248,BUF,BAL,1,2025,2025_01_BAL_BUF,2955,3,1,10,84,963,4,0,0,0,0,NA,middle,NA,-0.26,0,T.Robinson,NA,NA,(1:03) (Shotgun) 4-J.Cook up the middle to BUF 20 for 4 yards (95-T.Robinson).,-15,GAIN,BUF 84,1 & 10,Q3,16:03,T.Robinson,James Cook,BUF
D.Henry,00-0032764,BAL,BUF,1,2025,2025_01_BAL_BUF,3313,4,1,10,46,710,46,1,1,0,0,NA,left,tackle,4.25,1,NA,NA,NA,"(11:50) 22-D.Henry left tackle for 46 yards, TOUCHDOWN.",9,TD,BUF 54,1 & 10,Q4,11:50,NA,Derrick Henry,BAL
D.Henry,00-0032764,BAL,BUF,1,2025,2025_01_BAL_BUF,3632,4,1,10,65,558,3,0,0,0,0,NA,right,end,-0.13,0,M.Milano,NA,NA,(9:18) 22-D.Henry right end to BAL 38 for 3 yards (58-M.Milano).,15,GAIN,BAL 65,1 & 10,Q4,9:18,M.Milano,Derrick Henry,BAL
D.Henry,00-0032764,BAL,BUF,1,2025,2025_01_BAL_BUF,3661,4,2,7,62,517,-1,0,0,1,0,NA,left,tackle,-0.69,0,D.Jones,NA,NA,(8:37) 22-D.Henry left tackle to BAL 37 for -1 yards (92-D.Jones).,15,TFL,BAL 62,2 & 7,Q4,8:37,D.Jones,Derrick Henry,BAL
D.Henry,00-0032764,BAL,BUF,1,2025,2025_01_BAL_BUF,4126,4,1,10,59,190,-9,0,0,1,1,D.Henry,left,tackle,-5.28,0,E.Oliver,NA,NA,"(3:10) 66-B.Cleveland reported in as eligible. 22-D.Henry left tackle to BAL 38 for -3 yards (91-E.Oliver). FUMBLES (91-E.Oliver), touched at BAL 32, RECOVERED by BUF-8-T.Bernard at BAL 30.",8,TFL,BAL 59,1 & 10,Q4,3:10,E.Oliver,Derrick Henry,BAL
J.Cook,00-0037248,BUF,BAL,1,2025,2025_01_BAL_BUF,4213,4,2,1,1,126,0,0,0,0,0,NA,left,guard,-0.38,0,T.Jones,NA,NA,(2:06) 70-A.Anderson reported in as eligible. 4-J.Cook left guard to BAL 1 for no gain (98-T.Jones).,-8,GAIN,BAL 99,2 & 1,Q4,2:06,T.Jones,James Cook,BUF
D.Henry,00-0032764,BAL,BUF,1,2025,2025_01_BAL_BUF,4308,4,1,10,69,111,1,0,0,0,0,NA,left,end,-0.27,0,G.Rousseau,NA,NA,(1:51) 22-D.Henry left end to BAL 32 for 1 yard (50-G.Rousseau).,2,GAIN,BAL 69,1 & 10,Q4,1:51,G.Rousseau,Derrick Henry,BAL
T.Etienne,00-0036973,JAX,CAR,1,2025,2025_01_CAR_JAX,111,1,3,1,63,3568,0,0,0,0,0,NA,middle,NA,-1.86,0,T.Wharton,NA,NA,"(14:28) (No Huddle, Shotgun) 1-T.Etienne up the middle to JAX 37 for no gain (99-T.Wharton).",0,GAIN,JAX 63,3 & 1,Q1,59:28,T.Wharton,Travis Etienne,JAX
T.Etienne,00-0036973,JAX,CAR,1,2025,2025_01_CAR_JAX,155,1,1,10,59,3486,0,0,0,0,0,NA,NA,NA,-0.82,0,NA,NA,NA,"(13:06) 1-T.Etienne up the middle to JAX 45 for 4 yards (32-T.Wallace). PENALTY on JAX-73-R.Hainsey, Offensive Holding, 10 yards, enforced at JAX 41 - No Play.",0,GAIN,JAX 59,1 & 10,Q1,58:06,NA,Travis Etienne,JAX
T.Etienne,00-0036973,JAX,CAR,1,2025,2025_01_CAR_JAX,305,1,1,20,45,3374,10,0,0,0,0,NA,middle,NA,0.43,1,NA,NA,T.Moehrig,(11:14) (Shotgun) 1-T.Etienne up the middle to CAR 35 for 10 yards (7-T.Moehrig; 21-N.Scott). CAR-99-T.Wharton was injured during the play.,0,GAIN,CAR 55,1 & 20,Q1,56:14,T.Moehrig,Travis Etienne,JAX
C.Hubbard,00-0036555,CAR,JAX,1,2025,2025_01_CAR_JAX,501,1,1,10,71,3189,5,0,0,0,0,NA,right,tackle,-0.03,0,F.Oluokun,NA,NA,(8:09) (Shotgun) 30-C.Hubbard right tackle to CAR 34 for 5 yards (23-F.Oluokun).,-3,GAIN,CAR 71,1 & 10,Q1,53:09,F.Oluokun,Chuba Hubbard,CAR
C.Hubbard,00-0036555,CAR,JAX,1,2025,2025_01_CAR_JAX,523,1,2,5,66,3148,3,0,0,0,0,NA,middle,NA,-0.19,0,E.Murray,NA,NA,(7:28) (Shotgun) 30-C.Hubbard up the middle to CAR 37 for 3 yards (29-E.Murray).,-3,GAIN,CAR 66,2 & 5,Q1,52:28,E.Murray,Chuba Hubbard,CAR
C.Hubbard,00-0036555,CAR,JAX,1,2025,2025_01_CAR_JAX,577,1,1,10,60,3063,7,0,0,0,0,NA,middle,NA,0.5,1,NA,NA,E.Murray,(6:03) 30-C.Hubbard up the middle to CAR 47 for 7 yards (29-E.Murray; 0-D.Lloyd).,-3,GAIN,CAR 60,1 & 10,Q1,51:03,E.Murray,Chuba Hubbard,CAR
C.Hubbard,00-0036555,CAR,JAX,1,2025,2025_01_CAR_JAX,629,1,3,1,51,2974,2,0,1,0,0,NA,middle,NA,0.51,1,NA,NA,K.Saunders,(4:34) (Shotgun) 30-C.Hubbard up the middle to JAX 49 for 2 yards (96-K.Saunders; 90-E.Ogbah).,-3,1ST,CAR 51,3 & 1,Q1,49:34,K.Saunders,Chuba Hubbard,CAR
C.Hubbard,00-0036555,CAR,JAX,1,2025,2025_01_CAR_JAX,724,1,1,10,35,2836,5,0,0,0,0,NA,right,tackle,0.1,1,NA,NA,A.Wingard,(2:16) 30-C.Hubbard right tackle to JAX 30 for 5 yards (42-A.Wingard; 96-K.Saunders).,-3,GAIN,JAX 65,1 & 10,Q1,47:16,A.Wingard,Chuba Hubbard,CAR
C.Hubbard,00-0036555,CAR,JAX,1,2025,2025_01_CAR_JAX,746,1,2,5,30,2790,0,0,0,0,0,NA,middle,NA,-0.68,0,D.Gardeck,NA,NA,(1:30) 30-C.Hubbard up the middle to JAX 30 for no gain (47-D.Gardeck).,-3,GAIN,JAX 70,2 & 5,Q1,46:30,D.Gardeck,Chuba Hubbard,CAR
T.Etienne,00-0036973,JAX,CAR,1,2025,2025_01_CAR_JAX,854,1,1,10,78,2731,4,0,0,0,0,NA,middle,NA,0.01,1,NA,NA,T.Moehrig,(:31) 1-T.Etienne up the middle to JAX 26 for 4 yards (7-T.Moehrig; 99-T.Wharton). ** Injury Update: CAR-99-T.Wharton has returned to the game.,0,GAIN,JAX 78,1 & 10,Q1,45:31,T.Moehrig,Travis Etienne,JAX
C.Hubbard,00-0036555,CAR,JAX,1,2025,2025_01_CAR_JAX,978,2,1,10,84,2606,9,0,0,0,0,NA,middle,NA,0.89,1,E.Murray,NA,NA,(13:26) (Shotgun) 30-C.Hubbard up the middle to CAR 25 for 9 yards (29-E.Murray).,0,GAIN,CAR 84,1 & 10,Q2,43:26,E.Murray,Chuba Hubbard,CAR
T.Etienne,00-0036973,JAX,CAR,1,2025,2025_01_CAR_JAX,1076,2,1,10,35,2564,7,0,0,0,0,NA,middle,NA,0.37,1,NA,NA,C.Rozeboom,(12:44) 1-T.Etienne up the middle to CAR 28 for 7 yards (56-C.Rozeboom; 99-T.Wharton).,0,GAIN,CAR 65,1 & 10,Q2,42:44,C.Rozeboom,Travis Etienne,JAX
T.Etienne,00-0036973,JAX,CAR,1,2025,2025_01_CAR_JAX,1150,2,1,10,21,2476,6,0,0,0,0,NA,left,guard,0.26,1,T.Wallace,NA,NA,(11:16) (Shotgun) 1-T.Etienne left guard to CAR 15 for 6 yards (32-T.Wallace).,0,GAIN,CAR 79,1 & 10,Q2,41:16,T.Wallace,Travis Etienne,JAX
T.Etienne,00-0036973,JAX,CAR,1,2025,2025_01_CAR_JAX,1172,2,2,4,15,2439,1,0,0,0,0,NA,left,end,-0.62,0,Ja.Horn,NA,NA,(10:39) 1-T.Etienne left end to CAR 14 for 1 yard (8-Ja.Horn).,0,GAIN,CAR 85,2 & 4,Q2,40:39,Ja.Horn,Travis Etienne,JAX
C.Hubbard,00-0036555,CAR,JAX,1,2025,2025_01_CAR_JAX,1370,2,2,8,76,2266,2,0,0,0,0,NA,middle,NA,-0.34,0,T.Walker,NA,NA,(7:46) 30-C.Hubbard up the middle to CAR 26 for 2 yards (44-T.Walker).,-7,GAIN,CAR 76,2 & 8,Q2,37:46,T.Walker,Chuba Hubbard,CAR
C.Hubbard,00-0036555,CAR,JAX,1,2025,2025_01_CAR_JAX,1487,2,1,10,41,2081,2,0,0,0,0,NA,middle,NA,-0.58,0,NA,NA,D.Lloyd,(4:41) (Shotgun) 30-C.Hubbard up the middle to JAX 39 for 2 yards (0-D.Lloyd; 91-A.Armstead).,-7,GAIN,JAX 59,1 & 10,Q2,34:41,D.Lloyd,Chuba Hubbard,CAR
T.Etienne,00-0036973,JAX,CAR,1,2025,2025_01_CAR_JAX,1592,2,1,10,91,2019,71,0,1,0,0,NA,middle,NA,3.99,1,C.Rozeboom,NA,NA,(3:39) 1-T.Etienne up the middle to CAR 20 for 71 yards (56-C.Rozeboom).,7,1ST,JAX 91,1 & 10,Q2,33:39,C.Rozeboom,Travis Etienne,JAX
C.Hubbard,00-0036555,CAR,JAX,1,2025,2025_01_CAR_JAX,1789,2,1,15,65,1903,8,0,0,0,0,NA,middle,NA,0.1,1,J.Lewis,NA,NA,(1:43) (Shotgun) 30-C.Hubbard up the middle to CAR 43 for 8 yards (2-J.Lewis).,-14,GAIN,CAR 65,1 & 15,Q2,31:43,J.Lewis,Chuba Hubbard,CAR
C.Hubbard,00-0036555,CAR,JAX,1,2025,2025_01_CAR_JAX,2244,3,2,1,51,1754,2,0,1,0,0,NA,middle,NA,-0.12,0,A.Wingard,NA,NA,(14:14) 30-C.Hubbard up the middle to JAX 49 for 2 yards (42-A.Wingard).,-17,1ST,CAR 51,2 & 1,Q3,29:14,A.Wingard,Chuba Hubbard,CAR
C.Hubbard,00-0036555,CAR,JAX,1,2025,2025_01_CAR_JAX,2293,3,2,1,40,1668,0,0,0,0,0,NA,middle,NA,-0.61,0,J.Jones,NA,NA,(12:48) 30-C.Hubbard up the middle to JAX 40 for no gain (22-J.Jones).,-17,GAIN,JAX 60,2 & 1,Q3,27:48,J.Jones,Chuba Hubbard,CAR
C.Hubbard,00-0036555,CAR,JAX,1,2025,2025_01_CAR_JAX,2366,3,1,10,14,1616,8,0,0,0,0,NA,middle,NA,0.57,1,F.Oluokun,NA,NA,(11:56) 30-C.Hubbard up the middle to JAX 6 for 8 yards (23-F.Oluokun).,-17,GAIN,JAX 86,1 & 10,Q3,26:56,F.Oluokun,Chuba Hubbard,CAR
C.Hubbard,00-0036555,CAR,JAX,1,2025,2025_01_CAR_JAX,2388,3,2,2,6,1573,0,0,0,0,0,NA,middle,NA,-0.75,0,NA,NA,E.Murray,(11:13) (Shotgun) 30-C.Hubbard up the middle to JAX 6 for no gain (29-E.Murray; 42-A.Wingard).,-17,GAIN,JAX 94,2 & 2,Q3,26:13,E.Murray,Chuba Hubbard,CAR
C.Hubbard,00-0036555,CAR,JAX,1,2025,2025_01_CAR_JAX,2410,3,3,2,6,1532,1,0,0,0,0,NA,middle,NA,-1.05,0,NA,NA,F.Oluokun,(10:32) (Shotgun) 30-C.Hubbard up the middle to JAX 5 for 1 yard (23-F.Oluokun; 42-A.Wingard).,-17,GAIN,JAX 94,3 & 2,Q3,25:32,F.Oluokun,Chuba Hubbard,CAR
T.Etienne,00-0036973,JAX,CAR,1,2025,2025_01_CAR_JAX,2455,3,1,10,94,1485,3,0,0,0,0,NA,left,end,-0.4,0,T.Moehrig,NA,NA,(9:45) 1-T.Etienne left end to JAX 9 for 3 yards (7-T.Moehrig).,17,GAIN,JAX 94,1 & 10,Q3,24:45,T.Moehrig,Travis Etienne,JAX
R.Dowdle,00-0036139,CAR,JAX,1,2025,2025_01_CAR_JAX,2596,3,2,6,69,1386,3,0,0,0,0,NA,middle,NA,-0.36,0,NA,NA,V.Miller,(8:06) 5-R.Dowdle up the middle to CAR 34 for 3 yards (51-V.Miller; 23-F.Oluokun).,-17,GAIN,CAR 69,2 & 6,Q3,23:06,V.Miller,Rico Dowdle,CAR
R.Dowdle,00-0036139,CAR,JAX,1,2025,2025_01_CAR_JAX,2643,3,1,10,60,1305,9,0,0,0,0,NA,middle,NA,0.91,1,NA,NA,E.Murray,(6:45) 5-R.Dowdle up the middle to CAR 49 for 9 yards (29-E.Murray; 2-J.Lewis).,-17,GAIN,CAR 60,1 & 10,Q3,21:45,E.Murray,Rico Dowdle,CAR
R.Dowdle,00-0036139,CAR,JAX,1,2025,2025_01_CAR_JAX,2665,3,2,1,51,1269,0,0,0,0,0,NA,middle,NA,-0.62,0,NA,NA,D.Smoot,(6:09) 5-R.Dowdle up the middle to CAR 49 for no gain (98-D.Smoot; 3-T.Campbell).,-17,GAIN,CAR 51,2 & 1,Q3,21:09,D.Smoot,Rico Dowdle,CAR
T.Etienne,00-0036973,JAX,CAR,1,2025,2025_01_CAR_JAX,3136,4,1,10,53,856,0,0,0,0,0,NA,middle,NA,-0.5,0,T.Wallace,NA,NA,(14:16) 1-T.Etienne up the middle to JAX 47 for no gain (32-T.Wallace).,17,GAIN,JAX 53,1 & 10,Q4,14:16,T.Wallace,Travis Etienne,JAX
T.Etienne,00-0036973,JAX,CAR,1,2025,2025_01_CAR_JAX,3185,4,1,10,43,770,2,0,0,0,0,NA,middle,NA,-0.36,0,A.Robinson,NA,NA,(12:50) (Shotgun) 1-T.Etienne up the middle to CAR 41 for 2 yards (94-A.Robinson).,17,GAIN,CAR 57,1 & 10,Q4,12:50,A.Robinson,Travis Etienne,JAX
T.Etienne,00-0036973,JAX,CAR,1,2025,2025_01_CAR_JAX,3232,4,3,2,35,689,1,0,0,0,0,NA,middle,NA,-0.89,0,NA,NA,D.Brown,(11:29) (Shotgun) 1-T.Etienne up the middle to CAR 34 for 1 yard (95-D.Brown; 7-T.Moehrig).,17,GAIN,CAR 65,3 & 2,Q4,11:29,D.Brown,Travis Etienne,JAX
